dataset_id,class_raw,path,format,width,height,mode,error,min_side,label,sha256,group,split
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (581).jpg,JPEG,512,512,RGB,,512,pituitary,47c7effe2e98d694f7544d7488d1a5ce5280fa43cc5437943faf0c20405af396,p (581),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (582).jpg,JPEG,512,512,RGB,,512,pituitary,2b45285649b1b6dcc5f8d79e751c5a35315f6c515af966b7e6fe27f1a0c796ec,p (582),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (583).jpg,JPEG,512,512,RGB,,512,pituitary,47fb0e56ae77b0729a47f21cd1226910be3d42eec971376a62737ca4c448d9ef,p (583),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (585).jpg,JPEG,512,512,RGB,,512,pituitary,e70846e753bbfee41eb1694d480d066b48ec015b5a1e9ebb7c8bc6afa5251765,p (585),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (586).jpg,JPEG,512,512,RGB,,512,pituitary,191ce712494ccfda4f1a2a43f3c6c8e8530a34774c3d6df1b4b6221d23b3d77c,p (586),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (587).jpg,JPEG,512,512,RGB,,512,pituitary,c311a5a5f69d793b73860932397a7b85db7c52bd86bb3b209c01666a259c38df,p (587),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (588).jpg,JPEG,512,512,RGB,,512,pituitary,c591efc5cb6c606349fca7ae9ac60e34db1adb10379e45d413ee4625f8d37fb1,p (588),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (59).jpg,JPEG,512,512,RGB,,512,pituitary,3eab9d2399e5d3b1e754f3e2a8c55f975d418947a4315501777e21c7e534675d,p (59),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (590).jpg,JPEG,512,512,RGB,,512,pituitary,38ab38314afe35fd679fd4c68481f09d818dfab7bff03397394525828eb64571,p (590),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (591).jpg,JPEG,512,512,RGB,,512,pituitary,6d4f59f661247bdd290f3432a628db82fac30fc1afbabb3d801bac4146055ef7,p (591),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (592).jpg,JPEG,512,512,RGB,,512,pituitary,cc2fba74aa724ca2f3c59562a3a4578b20b10ecff17058796424221022bf3ad0,p (592),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (593).jpg,JPEG,512,512,RGB,,512,pituitary,33e7ac04d5ce8666c5b02fddbb2f97011920dedb90a94d1375bc3886ccc02796,p (593),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (594).jpg,JPEG,512,512,RGB,,512,pituitary,efe1e6fe0be253ca90c4a2e1475afe42260c625522c6e49e946c085f1bd1e3ba,p (594),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (595).jpg,JPEG,512,512,RGB,,512,pituitary,2215206c95fadc542497cc6e26ec8f8579f0aaa63d954a1319043adb49028634,p (595),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (596).jpg,JPEG,512,512,RGB,,512,pituitary,058826b9810d817cc1a658890fd576f3c00421905db94192d3bd741061855a5e,p (596),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (597).jpg,JPEG,512,512,RGB,,512,pituitary,34e1650e051aec62b84827e25a7f1837af279eeb3e179bc80972f3eb3217fa8a,p (597),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (598).jpg,JPEG,512,512,RGB,,512,pituitary,2cee72de4b0234183c86e09a1a06af992ff34b060d58196bba3ed6502a4573db,p (598),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (599).jpg,JPEG,512,512,RGB,,512,pituitary,5e066539936f4693c92f1b465478dc6fd5182c2b477f3b1fd5be4bbfa63f6376,p (599),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (600).jpg,JPEG,512,512,RGB,,512,pituitary,1ddc5ccc4a192592b15e96d23e5bc20536915b59931a6e87b0fa629b9f24225e,p (600),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (601).jpg,JPEG,512,512,RGB,,512,pituitary,52e449fe6598d1539378cc4442bd5589ed6e5706a1f00bf068bb84fcacef6469,p (601),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (602).jpg,JPEG,512,512,RGB,,512,pituitary,7b727ef9da960c73a9c99e070f15cbedd8e9686ee1e842b7552b14659d601a3a,p (602),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (603).jpg,JPEG,512,512,RGB,,512,pituitary,fe8493e02fe3f88f19e3849671cdfd86a8143d6cc467c0a969070c77007b03b1,p (603),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (604).jpg,JPEG,512,512,RGB,,512,pituitary,0b3f6def454efcb1fd21b5a0bbb0edab25e75a482253408e17c16c946a5bfc15,p (604),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (606).jpg,JPEG,512,512,RGB,,512,pituitary,2aead0b5290aabb6692ebc13e1f3903f775d5a4e3fae743807329c8eb057690c,p (606),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (607).jpg,JPEG,512,512,RGB,,512,pituitary,d258ca512dff806f60f55f61281227d0f15481a7bb1ba61332188c929c6b3ac5,p (607),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (609).jpg,JPEG,512,512,RGB,,512,pituitary,03778458c3d82abe8d8321a33cb39174e167e0657a3f2c0226f0bd786356ed08,p (609),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (610).jpg,JPEG,512,512,RGB,,512,pituitary,70334e5860fa4fb7b90aad8b0f4610f0a844d8f41954ba921ff4e07dad757249,p (610),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (611).jpg,JPEG,512,512,RGB,,512,pituitary,53a7cc5a84fc54cccda7288d9c89c6d3beff638273ce61c3dd6fef8ccec9df2d,p (611),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (612).jpg,JPEG,512,512,RGB,,512,pituitary,d60ecf5a2ea3fe4315dbf40a023dc838c66ae07266b3ab49be8beeb3733cd326,p (612),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (613).jpg,JPEG,512,512,RGB,,512,pituitary,5d7bda7d1708d7fa99d8803b3f7618526c8ab05cce97cc86b72d9a62a70a51a4,p (613),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (614).jpg,JPEG,512,512,RGB,,512,pituitary,cfe4ad7e1504a741c8a20e7c0006b41a2e5d2b4c29051f41c191f17533921f2d,p (614),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (615).jpg,JPEG,512,512,RGB,,512,pituitary,c2eb40de407cccb68b425748f0fabae16ecd3745ff2f53b5f4b2367756b3fb49,p (615),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (617).jpg,JPEG,512,512,RGB,,512,pituitary,5c82cb4942ffc799e697fa294c42a3f102a252c079648c61388d7a08a9282fa7,p (617),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (618).jpg,JPEG,512,512,RGB,,512,pituitary,e768c7285ac62088ed8a10c68cf8b5ee1c77dbd4c54250c2f33af19a796b0591,p (618),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (619).jpg,JPEG,512,512,RGB,,512,pituitary,066b191d32c41e3832b347ae5fdb6f6930eb69e58caf500d67fd164a4becb04a,p (619),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (62).jpg,JPEG,512,512,RGB,,512,pituitary,455f8958327ddb42a83fa2c2f60aa13819692ab9a254473bdfba3f70ec068045,p (62),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (620).jpg,JPEG,512,512,RGB,,512,pituitary,8745f0b4f86500b2bef12d10d47b2b24b95f25277cfdf17119de91efa1d35bb9,p (620),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (621).jpg,JPEG,512,512,RGB,,512,pituitary,b68c0e882d51fba50551bd3fa2e9745bf5e276318f06d92d02e465412481a54d,p (621),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (622).jpg,JPEG,512,512,RGB,,512,pituitary,2783e2f2826cef2cfaf626795d957fd243ed705416665402b666bc9fa49b7d23,p (622),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (624).jpg,JPEG,512,512,RGB,,512,pituitary,e0880717a78aaeb6fb85e7c316ca249f40cd529f7809a70fa16dcecf4ea7388d,p (624),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (625).jpg,JPEG,512,512,RGB,,512,pituitary,a14429678c724a789051707131286ff4954dd1c2669a8035584ef87b35ce66cc,p (625),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (626).jpg,JPEG,512,512,RGB,,512,pituitary,874ea23fc0bd01f04545ed6f880a492866b976d3d0731842883b630355e23b54,p (626),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (627).jpg,JPEG,512,512,RGB,,512,pituitary,87bcb7ff0b80ee6e111fa4b7fd6dba2d3e53323516597f9ea1c792e337308caa,p (627),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (628).jpg,JPEG,512,512,RGB,,512,pituitary,394a2a3ce6712585c59208a38a4ce0dde271ed671c4ea0eaebf12e3796dc3b19,p (628),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (629).jpg,JPEG,512,512,RGB,,512,pituitary,f8a7798ba87ed122f3dc2f62f5f207264140f22bc729fd554c0d1ff905841e96,p (629),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (630).jpg,JPEG,512,512,RGB,,512,pituitary,b42d5041d8c530b1dc2e8c3086426586e4c18b185d7f351c85b7ddbbb9bed9ca,p (630),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (631).jpg,JPEG,512,512,RGB,,512,pituitary,1917cf11a66f068be75028215d0795510db90c59c333653e904340889c38e490,p (631),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (632).jpg,JPEG,512,512,RGB,,512,pituitary,c5898d1c6a700de9bfa1bd82a802318501301bf59165d7fcad5818685713f0e8,p (632),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (634).jpg,JPEG,512,512,RGB,,512,pituitary,0e83f73c27a75d6063ff2ce1d0608e483eb67c67a2245240f0d0b462ebc4265a,p (634),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (636).jpg,JPEG,512,512,RGB,,512,pituitary,4a5a54e0a5ca4178d549835f7065b3da2224e8bf43113ca842a83e7268a87dcd,p (636),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (637).jpg,JPEG,512,512,RGB,,512,pituitary,c627a4d72891adc77c9e470168d78029dd589b011b1b4075f4581efc0328025d,p (637),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (638).jpg,JPEG,512,512,RGB,,512,pituitary,82b1c1685bb58701d9a0853b9e5836c76be2f73d196c8bdbb6f82460c5a45ae7,p (638),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (639).jpg,JPEG,512,512,RGB,,512,pituitary,6c1e106147dd2ae9e4b6f78361f211d8d1f6deb7e53e219c10140e2b4cf9c3dd,p (639),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (64).jpg,JPEG,512,512,RGB,,512,pituitary,6d7a48f8eb7196e7111676510bc0983b7a110d21a1d5843fe9bf010c5c15be80,p (64),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (642).jpg,JPEG,512,512,RGB,,512,pituitary,750e8005bbe06ef89ba534bf54e3575bc2bf381076dde6dad69fdf5e93606017,p (642),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (643).jpg,JPEG,512,512,RGB,,512,pituitary,2ef5ee3a753e06b1cbaf151c1ba493506921b1e41e0ed49184ec045035616ab1,p (643),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (644).jpg,JPEG,512,512,RGB,,512,pituitary,0d50d81e9b33e55e1edb0caf63b7285a7abdc8aa5c35fbd097eb82b6b248f23a,p (644),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (645).jpg,JPEG,512,512,RGB,,512,pituitary,f4cba70913a9ee440210429ace9092907f9f1d572fc37b7679aa8753a9fbf05b,p (645),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (646).jpg,JPEG,512,512,RGB,,512,pituitary,8101c9db813f501b561195e9baf1324c1b736c44df5499b8c223b25030b7970d,p (646),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (647).jpg,JPEG,512,512,RGB,,512,pituitary,08cd316a43731a36ea32870b4250cf94d1263579ad9ea12a7a002161c6ce39a8,p (647),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (648).jpg,JPEG,512,512,RGB,,512,pituitary,67be465cd4b08a09327b4bfa6728226fd234cfa12e5c6c5cf0cb2fa1998fa596,p (648),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (649).jpg,JPEG,512,512,RGB,,512,pituitary,df24e2a120109df9c7a083742c6ffff843d725e9478d6b93f512b31360c8685c,p (649),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (650).jpg,JPEG,512,512,RGB,,512,pituitary,352e008e1018d3c2819adac79f88d5c22c147ea8eb9c1f36d8cebfc488e8229b,p (650),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (651).jpg,JPEG,512,512,RGB,,512,pituitary,1336473438403b16e8acbabc0843178ce1e74a6efb2329e3210461c9bd4d14e4,p (651),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (653).jpg,JPEG,512,512,RGB,,512,pituitary,74fb0b99d9d3799baaf6ef49dbf94bd82a5d6b50d03789e1a29ecac5d42c3666,p (653),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (654).jpg,JPEG,512,512,RGB,,512,pituitary,370550cb48abc22988396cd82c752a280c79356b4927f145ca573969713eadf3,p (654),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (655).jpg,JPEG,512,512,RGB,,512,pituitary,20f460159e8b0f1134a88672c65eedc1b50ee6226c196aedb865649d6f2bea1f,p (655),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (656).jpg,JPEG,512,512,RGB,,512,pituitary,82fc4228e4a0c2137a3167ec0b34c1559cad191b8485090b01158e8db9342319,p (656),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (657).jpg,JPEG,512,512,RGB,,512,pituitary,e05e5a292b3603f4219afb59fbc92646b947493ec6ae2e0cb61fb076ebf9b0c1,p (657),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (659).jpg,JPEG,512,512,RGB,,512,pituitary,535de7eda579869cc1c1bbba650b32a4067b9868f20c24bc219c7c036d478297,p (659),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (66).jpg,JPEG,512,512,RGB,,512,pituitary,d77fd5a5e0e34ac350484f731434989cd440feea68a58c073dbbe9e4c52e7391,p (66),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (660).jpg,JPEG,512,512,RGB,,512,pituitary,3b43fd98ee693140dc5a59301ba0d52de9cbe93dfd0d663cdfd5c392cb64b93b,p (660),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (661).jpg,JPEG,512,512,RGB,,512,pituitary,bcb3cbba84b292001a485df1c654466a38138501afc768c4c746f63f26ee5c72,p (661),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (662).jpg,JPEG,512,512,RGB,,512,pituitary,72274e133fc0dd456b714c7df073f130b650e0aeec2dfe8e5c0d3ce05cc1436a,p (662),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (663).jpg,JPEG,512,512,RGB,,512,pituitary,4192a45ee0dca139358cdc81af4b9baa9a2a34a642ababbba6081d21af32b884,p (663),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (664).jpg,JPEG,512,512,RGB,,512,pituitary,5b9f0e5c909d3087a9350490ade735eb27e10007babc76d582b5d406eefa1957,p (664),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (665).jpg,JPEG,512,512,RGB,,512,pituitary,274e1e131a9d57e5ff25f23abd25265c259043b12577107aed3ef086da18253c,p (665),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (666).jpg,JPEG,512,512,RGB,,512,pituitary,58759635771025c8ef4c93739686c035cf6f55f495af139f3e1c25e93db7446f,p (666),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (667).jpg,JPEG,512,512,RGB,,512,pituitary,8840d527142d62d959ede782b425e7f8d0700935c0266757d48b3acf329ce1dc,p (667),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (668).jpg,JPEG,512,512,RGB,,512,pituitary,e9ccc36ccdbefa5fb2d05b38469d98e77aea14e7a4a7a35c6e45896cd27bfab8,p (668),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (669).jpg,JPEG,512,512,RGB,,512,pituitary,f07e320314ee7d53e61865180aef0b589a845925fdda343a43e6488cf8e7e8db,p (669),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (67).jpg,JPEG,512,512,RGB,,512,pituitary,d490013a548d4650f795d0c5068b435ad8b99f95ee6dec3fda5c971196770776,p (67),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (670).jpg,JPEG,512,512,RGB,,512,pituitary,24cb2880fe794d83b4bf2e97378d1dce5757a86b3d054c9df5cd682791b5b145,p (670),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (671).jpg,JPEG,512,512,RGB,,512,pituitary,a010656867b77239f55c6c8e7936b0170dc87674fa0493a4568f3b83693262bc,p (671),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (673).jpg,JPEG,512,512,RGB,,512,pituitary,3ec6dd3125cf6f2ea0bff149b4dfc1dad7852652ec8f48eda58d1b9a57a40ce4,p (673),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (675).jpg,JPEG,512,512,RGB,,512,pituitary,39d9807c2c27d1d392583549d3b8621de14748bf20bf632a34b1177423d0164b,p (675),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (677).jpg,JPEG,512,512,RGB,,512,pituitary,ad64545a79954601bd908e93479e11be763c454bba61d87b7bb11ca0d66a2b9e,p (677),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (678).jpg,JPEG,512,512,RGB,,512,pituitary,a7b97ddff50de42ac10918d1ee94387d5579476cf59fd13fce3dd8aad2f0b9fa,p (678),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (679).jpg,JPEG,512,512,RGB,,512,pituitary,b52b210dcbdc4488777b4d8991fca0b982eb3ee2e5df62a042f54362c0f4371d,p (679),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (68).jpg,JPEG,512,512,RGB,,512,pituitary,b369dfb8f266c0726f0a1668cb177cd7ed0af2e15d0563ef815394c0ff30ef7a,p (68),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (680).jpg,JPEG,512,512,RGB,,512,pituitary,78e590a1637c7390ec297f555f54429cf95df40b4b38e8ebe5ba8052870af69b,p (680),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (682).jpg,JPEG,512,512,RGB,,512,pituitary,75f49af5933b522f7708a6b1065428cc73a15d52113ba7e0838accb7f8c2953f,p (682),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (683).jpg,JPEG,512,512,RGB,,512,pituitary,72ad48da50eaff7286f161ae2e149fa6044b2cbe4108758a61097401b549bc96,p (683),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (685).jpg,JPEG,512,512,RGB,,512,pituitary,85b164bc5538a3d5e81ae993f01a4ed485702efe1493834f3ff43fde7e216589,p (685),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (686).jpg,JPEG,512,512,RGB,,512,pituitary,42db2d21b9b9975cfeecb9273a2e926dfb3228aaabf2db98983f0ead1148df8d,p (686),train
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (688).jpg,JPEG,512,512,RGB,,512,pituitary,9effc73b7c67b23cd1d1e5f55cebb5d910ce0e8a2bbad83afacf23d4b9487f94,p (688),train
