dataset_id,class_raw,path,format,width,height,mode,error
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (646).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (647).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (648).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (649).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (65).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (650).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (651).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (652).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (653).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (654).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (655).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (656).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (657).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (658).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (659).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (66).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (660).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (661).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (662).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (663).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (664).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (665).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (666).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (667).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (668).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (669).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (67).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (670).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (671).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (672).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (673).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (674).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (675).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (676).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (677).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (678).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (679).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (68).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (680).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (681).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (682).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (683).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (684).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (685).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (686).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (687).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (688).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (689).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (69).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (690).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (691).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (692).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (693).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (694).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (695).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (696).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (697).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (698).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (699).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (7).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (70).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (700).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (701).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (702).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (703).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (704).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (705).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (706).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (707).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (708).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (709).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (71).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (710).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (711).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (712).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (713).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (714).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (715).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (716).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (717).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (718).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (719).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (72).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (720).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (721).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (722).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (723).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (724).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (725).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (726).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (727).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (728).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (729).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (73).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (730).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (731).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (732).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (733).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (734).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (735).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (736).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (737).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (738).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (739).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (74).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (740).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (741).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (742).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (743).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (744).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (745).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (746).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (747).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (748).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (749).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (75).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (750).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (751).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (752).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (753).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (754).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (755).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (756).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (757).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (758).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (759).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (76).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (760).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (761).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (762).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (763).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (764).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (765).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (766).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (767).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (768).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (769).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (77).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (770).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (771).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (772).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (773).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (774).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (775).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (776).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (777).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (778).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (779).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (78).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (780).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (781).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (782).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (783).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (784).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (785).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (786).jpg,JPEG,512,512,RGB,
dataset1,pituitary_tumor,C:\Users\pavan\OneDrive\Documents\Desktop\brain tumor\Datasets\dataset1\Training\pituitary_tumor\p (787).jpg,JPEG,512,512,RGB,
